Text,Label
"ملايين فى الشوارع قبل العاشرة صباحا مشهد لم يره بلد فى العالم, كم أنت عظيم يا شعب مصر",1
سعدت بمحادثة #صاحب_السموالملكي_الامير_نواف_بن_فيصل هنأته ليس بالمدينةالرياضيةأوبنجاح حفل افتتاحها #هنأته على تشريف #الم…,1
#الأم_المثالية … تُخفي دمعتها عن أطفالها حتى لا يدخل الحزن إلى قلوبهم تظهر ابتسامتها لصغارها وإن كان قلبها يعتصر الألم!! قلبها كبير,1
محبين البرنامج بيزيدوا :),1
#حركة_كايدينهم #مصر #قول_كلمه_للسيسي_وخد_فولو_هديه ياسيسى يا اصيييييل #احنا_شباب_هنصوت_للسيسى #سأنتخب_السيسي,1
_ لا ده بيقوللك وسوري كمان وأعلى حاجة أن بيقوللك عبد البيادة وفي نفس الجملة بيهين الجيش,0
بتفرح اووي لما #تبقى انت السبب في #ضحكة حد انت بتعشقه :),1
كفاية سياسة بقي,0
ارتفاع اسعار #الغاز #السولار #البنزين #الدواء #الغذاء في #مصر صدق #السيسي في انه سيرفع الدعم وانه عذاب ومعاناة #انتخبوا_العرص,0
اقتحام السفارة مش سلمي,0
واضح ان الترمادول ملا البلد: #الببلاوي: تولِّى #السيسي رئاسة مصر معناه انتهاء الحكم العسكري ,0
وحياة قلبي وأفراحه️ #الشباب_الاهلي ٣-٠,1
إعراضنا عن الرد علي كلب السيسي المحامي الفاشل الكذاب المرتشي والبذيءالشتام ليس ضعفا منالا والله ولكنه ترفع وإعراض عن الج…,0
اقولك على حاجه!! الدنيا مش محتاجه! #اه_والله,1
": #عباس: #المحرقة أبشع جريمة"" في التاريخ الحديث "" ""مغازلة ما بعد المصالحة""",0
لأن مجلس الشعب منتخب على عوار وتشكيل التأسيسية أيضاً بسيطة وواضحة,0
" حبيبان نحن الى ان ينام القمر !  #جوهرة #محمود درويش """,1
المرأة هي سر توازن الحياة وسر جمال الكون ومصدر المحبة والرحمة في هذا العالم كل عام وأنتن أقوى وأجمل وأفضل #يوم_المرأة…,1
"ﻷنك انت كل حياتي مهما بالدنيا يصير ♡ #كلمة_حلوة""",1
صوتك العالي دليل على ضعف موقفك,0
معااااااااااااااااااك يا ريسنا معاااااااااااااااااااااااك #تحيا_مصر #السيسي_حبيب_الملايين #سأنتخب_السيسي,1
مستمتع بإدارة حوار الشباب المصري مع مجموعة 'الحكماء' في دار الأوبرا #,1
ده تسيب #انتخبوا_البرص,0
الإخوان جماعة إرهابية وهم من قتلوا ابني,0
المصري اليوم عندما نشرت ملخص المؤتمر وضعت الجملة في غير سياقها وكأن ليس من حق شباب الثورة الوصول للسلطة وهذا عكس مبادئ حزب الوسط تماما,0
ابتسم فإن هناك من يحبك يعتني بك يحميك ينصرك يسمعك يراك هو الرحمن الرحيم,1
"حـازم إمـام: جمـاهير الأهـلى ""بتــفهم كـورة""",1
في ناس غاويا كدب وكمان بتخاف فيديو متفبرك تماما مندوبتنا في ليسيه الحرية مادخلتش اللجنة أصلا بس حركات مفضوحة,0
(ذلكم بأنه إذا دعي الله وحده كفرتم وإن يشرك به تؤمنوا فالحكم لله العلي الكبير) [غافر:12] #أحبك_ربي,1
نعم حضرت جلسة استماع واحدة للدستور استمعوا لنا بكل اهتمام ثم ضربوا بملاحظاتنا عرض الحائط لا للدستور,0
يارب يا احمد يا ابن سمير يجيلك زهايمر انت و صلاح سليمان و هانى سعيد علشان تنسو نادى الزمالك ده يين و منشوفش وش اللى جبوكو تانى #زملكاوى,0
يارب اجعلها لليلةة فرح لعشاق العالمي بالتوفيق ي نصرنا #النصر_الشباب,1
اللهم انتقم منه انتقم من كل من فرح بدماء المسلمين والله لنقف يوم القيامة لنحاسبك اللهم حسرك على ابناءك,0
علي فكرة عبد الله السعيد صانع الاهداف الثلاثة الماتش الاخير,1
مشكلة اليسار مش اللي قاله العريان مشكلته إن رغم كونه الفصيل الأكثر فاعلية ونضالية في الثورة المصرية لم يستطع طرح شكل,0
صورة من كواليس إحدى حلقات برنامج (قصة الأندلس) المنتظر عرضه في رمضان القادم يمكنك مشاهدة برومو البرنامج على,0
اللهم امطر على قبر #محمد حسين جمعه وعلى قبور جميع موتانا وموتى المسلمين من سحائب رحمتك يارب اللهم اغسلهم بالماء والثلج والبرد,1
تطاولك على شيخ الأزهر تجاوز كل الحدود #السادة_المحترمون …,0
إلى زملائي المحامين الراغبين في الانضمام لمبادرة(سامعين صوتك)التى تهدف لدمج متحدي الاعاقه في المجتمع يسعدنا اشتراككم,1
السماح لرموز الحزب الوطنى المنحل بالظهور للإعلام محاولة لخلق حالة تدلس على الرأى العام بان هناك رأى ورأى آخر عص,0
#مصطفى_حسني #الطريق_الى_الله ناو :),1
#محمود_سعد اعلامي قذر بعد اذاعة فيديو خيانة #حمدين قال لم اسمعه جيدا ولم يعلق عليه لانه ليس اعلامي بل افاق ومنافق حقير 4,0
و أعتز بمصريتى و صعيدتى,1
#خلق_جميل غض البصر,1
"من الذي زار مرسي في مخبئه السري؟! دعلاء الأسواني يكتب مقاله بعنوان : "" كيف للرئيس أن ينام ؟! "" على هذا الرابط >>",1
أكبر خسارة خسرناها في ظل نظام مبارك هي الثروة البشرية,0
كورسيرا أكبر موقع عالمي يحتوى على مناهج جامعات عالمية هي الأفضل في تصنيف 2013! نتعاون معهم لتعريب المناهج، شاركونا! …,1
#الفرسان_كورة | اخبار | #محمد_صلاح يقود #تشيلسي لاسقاط #ليفربول,0
شفت السماء فوقك ؟ تخيل مداها ، بنجومها ، بأجرامها باللي فيها ! واللي خلقها من عدم واحتواها إني احبك حُب غطّى عليها #تخيل,1
#الداخلية_بلطجية #تعذيب المهندسة داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي في أحد الكمائن بالعجمي وتم,0
# #تحيا_مصر #إنزل_26و27مايو_وإنتخب_السيسى #تحيا_مصر #مصر_تنتخب_السيسى #سأنتخب_السيسي #تحيا_مصر,1
#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 132,1
# #تحيا_مصر #إنزل_26و27مايو_وإنتخب_السيسى #تحيا_مصر #مصر_تنتخب_السيسى #سأنتخب_السيسي #تحيا_مصر,1
'شباب الإخوان معانا' #باسم_طلع_حرامي #البرادعي_طلع_جاسوس …,0
اصحاب المحلات فى شرم احتفلوا بالانقلاب واذاعوا تسلم الايادى اليوم تظاهروا ضد الانقلاب بكره تشوفو مصر,0
كيف يحشد الرئيس مرسي الجماهير لاسقاط الاعلان الدستوري فيهتفون يسقط حكم العسكر ثم يشيد الرئيس اليوم بالدور الرائع للمجلس العسكريتناقض مؤسف,0
راجعت الردود فوجدت المتزمتين دينيا هم الاكثر استعدادا للتطاول بالبذاءات انهم يخافون من النقاش حتى لا تهتز محفوظاتهم التى لم يفكروا فيها,0
حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية,0
ما هى أفضل وظيفة فى الحياة ؟ ( مدير شركة - رئيس مؤسسة) ؟ لا والله أفضل وظيفة فى الحياة ان ربنا يشغلك عنده تدل الناس على الخير,1
#السعاده ؟ ان تجد روحآ تشبهك بكل شي,1
منذ غرس بذرتها الشهيد #حسن_البنا ليسقيها بدمه صاحب الظلال ليتم الفتك ببطل أول صندوق إنتخابي ديموقراطي وشعبية #الاخوان_…,1
اي أمرأة تصنع الحب والايثار والاهتمام والعطف والحنان مؤهلة ان تصبح أم مثالية,1
#سما_المصري زيطه وبالونه فاضحه للتغطيه علي امور اخري الالهاء,0
البابا شنودة الثالث كان وطنيا مخلصا ومصريا عظيما رحمه الله,1
السلطة تمارس إجراما سياسيا ضد الفقراء,0
#انتخبوا_العرص #الببلاوي القاتل اعترف رسميا بانقلاب العسكر على #الرئيس #مرسي,0
انت الوحيد اللي قلبي يبتسم لحكيك من جماله,1
المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,1
عمري ما كنت اتخيل اني هتحاور مع قتلة او متورطين في قتليتبع,0
شكرا على مشاعرك الطيبة,1
#عن #جواز_الصالونات اللي بيتعب الاعصاب,0
#مبارك عنده أبناء و #مرسي عنده جماعة الوحيد اللي غلبان في البلد دي هو عدلي منصور تحسه إنه مقطوع من شجرة !,1
استمرار تطور وتجديد كوادر التنظيم المسلح لجماعة الإخوان الإرهابية #السادة_المحترمون …,0
"صاحب قناة الفراعين للمصري اليوم: ""أنا ملك التوك شو"" خبر صحيح و وصف دقيق طيب الله أوقاتكم",1
"بطل نميمة و غيبة ""انكما قد اغتبتما و من اغتاب مسلما فقد اكل لحمه"" #حاول:')",0
مصر الانقلاب تطالب بمقعد دائم للدول العربية فى مجلس الامن بينما مصر والعرب فى أضعف حال مثل مريض يطالب اتحاد,0
خطاب عاجل إلى وزير التعليم: مدرسة الشهيد أحمد كمال في طنطا مأساة التعامل مع أسر شهداء الثورة:,0
كرستيانو رونالدو يفصله 75 هدف ليصبح الهداف التاريخي الاول في ريال مدريد #اسطورة,1
اذا حدث توافق حول المبادىء العامة للدستور سيفقد المتطرفون اكبر أسلحتهم لابد ان يقنعوا البسطاء ان الاسلام في خطر حتى يفوزوا بمقاعد الحكم,1
ﻭﺍﻗﻮلك ﺍﻳﻪ ﻃﺮﻳﻖ ﺍﻟﻜﺮﻩ ﺍﺧﺮﺗﻪ ﺍﻳـﻪ ﻭﻫﻲ ﻗﻠﻮﺑﻨﺎ ﻣﺎﺗﺖ ﻟﻴﻪ ﻟﻔﻴﻦ ﻫﻨﺮﻭﺡ ﻣﺎ ﺑﻴﻨﺎ ﺷـﻴﻄﺎﻥ ﺍﻣﻠﻨﺎ ﻳﺎﻭﻃﻦ ﺧﻠﺼﺎﻥ ﻣﺤﺪﺵ ﻓﻴﻨﺎ ﻣﺶ ﺧﺴﺮﺍﻥ ﻭﻻ ﻣﺠ…,0
☆☆☆☆☆☆ #السيسي_رئيسي_2014 ☆☆☆☆☆☆ #سانتخب_السيسى ☆☆☆☆☆☆ ☆☆☆☆☆☆,1
برحيل صالح تضع ثورة اليمن أقدامها على أول طريق النصر،نثق فى قدرة شعبنا اليمنى على توحيد الصف لاستكمال أهداف الثورة،مبروك لليمن وعقبال سوريا,1
وبحبك يا #زمالك,1
بس ممكن #العرص يموت وساعتها #حمدين_صباحي ينجح بالتزكية ساعتها حيكون له تلات معارضين #الاخوان و #الفلول و #مؤيدين_السيسى_بيعملوا_فولو_لبعض,0
مع اشراقة كل شمس نبدأ عملنا بروح نشيطة وهمة عالية ويد واحدة ونية متجددة أحلى صباح لأجمل متطوعين فى اعظم حملة,1
#الداخلية_بلطجية #جهلة_والقمع_حياتهم,0
#النصر_الفيصلي عظيم بجمهورك الله يسعد الحاضرين كلهم والغايبين,1
#ديموقراطية بلا معارضة قوية مثل القاطرة بلا كوابح… #وعي #سياسة #نهضة,0
_ #عايش معاك ايام مفيش فى جمالها زى #الملاك دى اقل كلمه بقولها #بحبك #عمرو #دياب —,1
ﻛﻞ عام و انتم بخير تعرفوا علي مظاهر فرحه عيد الفطر المبارك من خلال البوم صور ﻟﻴﻮﻡ العيد من جميع انحاء العالم,1
في تضليل اعلامي ممنهج ؛ المتحدث العسكري يسمي ما يقوم به الجيش من تفجير وحرق ومصادرة لأملاك أهالي #سيناء ( أعمال قتالية ) …,0
#مصر_القوية |10-لقد حذرنا في حزب مصر القوية ولا زلنا نحذر من خطورة تحول سلطات الدولة إلى مجرد سند لسلطة عسكرية لا تفهم الس…,0
"مقتل سعيد فضة أكبر مورد بلطجية فى #شبرا_الخيمة وعميل أمن الدولة """,0
تدني بعض الصحف الرسمية والحزبية والخاصة إلى مرتبة الصحافة الصفراء الباحثة عن الفضائح والمزكية لمشاعر الانتقام والثأر,0
ما نحن فيه الان هو كله بفضل الشهداء و مصابي الثوره لذلك لابد من تاسيس هيئه تكون مهمتها تكريم اصحاب الفضل فيما نحن فيه الان,1
الحملة الشعبية لمكافحة الأفْورَة,0
أوراق الانقلاب 1 الوقت ويأس الثوار 2 دعم الخليج 3 اسرائيل 4 القتل 5 الاعتقال 6 كذب الاعلام 7 فقهاء الشيطان,0
الاشتباكات اللي حصلت يتحملها الجميع لكن الخطأ السياسي كان القرار بالدعوة لمظاهرة مؤيدة للرئيس في نفس مكان وزمان مظاهرة معارضة,0
"نهنئ الدكتور عبد المنعم أبو الفتوح بتأسيس حزب ""مصر القوية""، وندعو له بالتوفيق وبأن يكون هذا الحزب خطوة نحو بناء",1
مستشارا الطرطور مصطفى حجازى واحمد المسلمانى يتعاركان علنيا للفوز باكبر نصيب من تورتة الانقلاب,0
#الجزيرة اظهرت تسجيلات غير فيها #صباحي رأيه حسب الظروف كانت أمامه فرصة ليكون محترم #مصر #الاعلام #الاخبار #الوطن #رابعة #الشروق,1
إلى كل مناصري الإخوان:لا يستحق مرسي أن تبكوا عليه لحظة واحدة لا تفرطوا في نقطة دم واحدة من أجل هذا الكذاباتقوا الله في بلدكم وأنفسكم,0
#دعوة_الصائم_لاترد اللهم أغفر لي ذنبي وأجلي همي وبدد وحشتي وأنر قلبي بذكرك وطاعتك وأجعل الخير مفاتح دربي والصدق نور طريقي,1
ﻛﻞ عام و انتم بخير تعرفوا علي مظاهر فرحه عيد الفطر المبارك من خلال البوم صور ﻟﻴﻮﻡ العيد من جميع انحاء العالم,1
البابا شنودة الثالث كان وطنيا مخلصا ومصريا عظيما رحمه الله,1
أفرق في حديثي بشكل واضح بين مؤسسة الجيش التى نعتز بها فهو جيش مهنى ووطنى وبين دور المجلس العسكري باعتباره متولى,1
لابد من التوجيه التحيه الى حزب البناء و التنميه ( الجماعه الاسلاميه ) الذى تنازل عن نصيبه فى التاسيسيه من اجل احداث ال,1
"#السعاده ان يكون من نحب بخير وعافيه فنحن نشعر بهم ونهتم لامرهم حتى لو لم نراهم 3""",1
"منذ تم التصويت على تعديل قانون انتخابات الرئاسة (العزل),قد انهالت علينا التعليقات المليئة بالسباب الممنهج من اللجان الإلكترونية المأجورة 1-3",0
سنسعى في كل وقت وتحت كل الظروف ورغم كل القيود أن نكون من الذين يقولون فيعملون ويعرفون فيلزمون ويقدمون فيقبل منهم #مكملين #اثبتوا,0
ميثاق الشرف الاعلامى الذى اتخذوه ذريعة لاغلاق الفراعين برئ من الانقلاب قتلوا الميثاق ويستشهدوا به,0
الدماء التى أريقت في مجزرة ارتكبتها الدولة بماسبيرو لايمكن ان تضيع دون حساب واجب الرئيس أن ينفذ وعده بمحاكمة كل من تورط في قتل ابنائنا,0
مليارات الانقلاب للاعلام الاميركى لن تحسن صورته يدفعون للغرباء من اجل عمل حرام ويدفعون شعبهم الى الجوع والهوان,0
احنا اسكندرانية ونعجبوك,1
"صحيفة المصري اليوم/ بالفيديو #توفيق_عكاشة : هيفاء ""ولية ناشفة محشية طوب"" وهت - عبر تطبيق نبض",0
ممكن رئيس لسه جايب 51? من الأصوات في الإعادة ضد فل عليه بلاغات ممكن فجأة يلاقي 90? من نفس الشعب مؤيدين لديكتاتوريته؟,0
وزير الغلابة #باسم_عودة معتقل ف سجون العسكر ل #افضل_منتج_لاكرم_شعب #انا_مش_رقم #انتفاضة_السجون,1
يوسف الحسيني بالفيديو يفضح كذب قناة #الجزيرة ويكشف تمثيل الاخوان دور الموتي تحت اشراف قناة الجزيرة …,0
إتفرج ياسلام صلاح جاهين ومحمود السعدني في بروجرام واحدرحم الله الجميع وجزاهم عنا وعن مصر خير الجزاء,1
محاكمة المتورطين وذلك بشرط ان تكون الحكومه واجهزتها لديها المصداقيه وليست صاحبة سوابق فى التزوير والتدليس والصاق…,0
اى والله :) #اسلوب_حياة,1
في جولتي اليوم بمدينة بدر أسعدني بشدة لقاء المواطنين من عمال المصانع الذين يمثلون قاعدة عمالية حقيقية تسهم بشكل فعال في تنمية الدائرة,1
لو حاولنا نحصى جرائم الانقلاب فى شتى فروع الحياة لن نتمكن أبدا عددها اكثر من أن يحصي,0
الإخواني اللي داخل يتجشأ ويقولك الخبر نزل في اليوم السابعأيوه نزل متفبرك بفضل حد من رجالتكم أكيدلكن ذلك لن ينفي أنه مفبرك لتخدعوا به الناس,0
"#خالد_علي: نرحب بـ #الاخوان المشاركين في ""إسقاط #قانون_التظاهر""! شفتوا الخول ده بيقول ايه؟ عايز يحط ايده في ايد بلطجية #رابعة!",0
ربنا يخليك ليا !,1
يابوب ارجع محتاجينك بجد #ارجع_يا_بوب,1
إدارة مكتبة اسكندرية الوسخة فصلت #عمر_حاذق المعتقل في مظاهرات محاكمة قتلة #خالد_سعيد #الحرية_للجدعان,0
احرق دم الاخوان و ادبح بدل الخروف اثنين و انصر الغلبان,0
اسمه #مرار_طافح ولسة ولسة هو احنا شوفنا حاجة :(,0
"وحدتنا التي أفسدتها بإخلافك المستمر لوعودك؟ والإعلان غير الدستوري الذي قسم المصريين؟ "": قوتنا في وحدتنا #الرئيس""",0
دباسم يوسف عمل برنامج البرنامج و #فسسسسسس,0
صورة بها رأيي | إن لم تحترم حق من تعارضه في إختلافه معك بحجة أنه فاشي، إحترس فإنك لا تقل عنه فاشية,0
حظ العوالم ! :) #الاهلي_الافريقي,0
اسألوا #البرادعي عما فعله في #العراق #البرادعى_طلع_جاسوس #باسم_طلع_حرامي #تخابر,0
من الطبيعي ان تجد شخصا منافقا ومن الممكن ان تجد رجل دين منافقا لكن ما يفعله على جمعه تخطى كل الحدود,0
اهو دا اللي صار: رائعة #سيد_درويش بصوت الجميلة #دينا_الوديدي,1
كيف يمكن مسح الشرائط التى سجلت جرائم العادلي لماذا كان العادلي يضحك بسعادة اثناء محاكمته اتمنى الا تكون إجابة السؤالين واحدة,0
صامت على الانقلاب مثل رجل شاهد خيانة زوجته فشرب عصير ليمون سئل:ماذا فعلت قال:عملو ليمون لنفسهم,0
هل تقرأ القرآن بعد رمضان؟ هل تفهم معانيه وتفكر فيها؟ هل نويت أن تختم القرآن بعد رمضان؟ هل تعرف ثواب قراءة وتدبر,1
آمين من هنا للعشر الأواخر أنا في ديك الساعة يا جميل انت عارف محبتي واعجابي,1
شكرا لكل من جاوبنى,1
مصانع شركة النصر للحاصلات تباع بتراب الفلوس لتسديد الديون بعد توقف الانتاج طبعا ساويرس وبقية اللصوص يشتروها من فساد لفساد,0
العسكر خاين كالعاده ؛ دخلوا الجامع بالبياده #مجزرة_العباسيه #عسكر_كاذبون #لن_ننسي #لن_نسامح,0
اقولك على حاجه!! الدنيا مش محتاجه! #اه_والله,1
حتى الدور المشرف الذي لعبه الإخوان في حماية الميدان في موقعة الجمل لطخوه عندما قرروا أن يصنعوا موقعة جمل في كل حتة في مصر من أجل مرسي الكذاب,0
المصرى احسن واحد تزنقه فى الوقت يشتغل! #اه_والله,1
100 يوم من فشل الانقلاب 200 دولة ترفضه 400 فندق اغلق 800 مصنع افلس 8000 شهيد 20000 معتقل 30000 مصاب 50000 مسجد,0
اغرب ما يحدث ان تنتقد أشخاصا ينتمون الى الاسلام السياسي فيعاجلونك باتهام رهيب انك ضد الاسلام كيف ولماذا يحس انسان بانه هو الاسلام,0
أنا أبكي !! وأدري أن دموع العين خذلان وملح !! #محمود درويش,0
بورك لك في المولود أدعو الله ان يجمع شمل الأسرة في بيتهم الطيب و يجعل من خالد نعم الإبن لنعم الأبوين #,1
الامارات دفعت للانقلاب 8 مليار دولار لاسقاط مرسي وايقاف مشروع قناة السويس وكسبت 100 مليار من الانتفاع بالمشروع لنفسها,0
بكرة احسن ولسة في امل,1
قبضت كام من ساويرس كله في ال #فسسسسسس,0
#الاخوان_جماعة_ارهابية يجب التضييق على اخوان الخليج فهم اذناب للتنظيم الدولي للاخوان ولا يقلون خطوره عن اخوان مصر,0
لم تعد مصر تحتمل تكرر دوائر العنف والعنف المضاد، ولم تعد أيضا تحتمل التهاوي المرعب في قدرات الدولة,0
☆☆☆☆☆☆ #السيسي_رئيسي_2014 ☆☆☆☆☆☆ #سانتخب_السيسى ☆☆☆☆☆☆ ☆☆☆☆☆☆,1
#لو_بقيت_رئيس_جمهوريه هموت السيسى ومرسى وكل اللى هيجيب سيرتهم برضه,0
ما أحقر القاتل حين يبرر جريمتة ،! #مجزرة_رابعة #مجزرة_سجن_ابوزعبل #رابعة,0
#مبارك عنده أبناء و #مرسي عنده جماعة الوحيد اللي غلبان في البلد دي هو عدلي منصور تحسه إنه مقطوع من شجرة !,1
إعلان الدم الدستورى بمجرد أن انتهت قوات الجيش والشرطة من مذبحة الحرس الجمهورى,0
النضآرآت بقت موضة ! تقويم اﻷسنآن بقي موضة برضو!! مش بعيد بكره تلاآقي صحبتك جآيالك بكرسي متحرك تفوليلهآ سلآمتك اتشليتي ! #مرار_طافح :),0
مضمون كلمة الرئيس، الاستعلاء على المطالب الشعبية والدفاع عن الأخطاء عوضا عن التراجع عنها وتبرير عنف جماعته ودعوة حوار شكلية، لك الله يا مصر,0
بسمة أمل - خلى خيرك لكل الناس --------------------------------------------- يروي لي أسامه و هو شاب سوري,1
وصول الثوار لميدان التحرير احد اكبر علامات اسقاط الانقلاب والعلامات الكبرى والاخرى قادمة مع قادم الايام,1
ماذا فعلت مؤسسات الدولة لشرح مسودة الدستور للأميين؟ لمن يذهب الأمي الذي سيصوت على الدستور ليفهم محتواه؟ كيف نقبل هذه المسرحية الرديئة؟,0
"أيمن يونس يؤكد:الزمالك لا يشارك فى دورة فى قطر لموقفها من مصر, حكومتك يا كابشن بتتفاوض مع قطر عشان تشحت غاز",0
ثانية واحدة مش فى ناس بتقول ع #باسم متأمر وخاين وكده طب اتخيل كده لو الحاجات اللى بيهاجمها انتهت زى تطبيل الاعلام وكده مش #مصر هتبقى احسن,0
و أعتز بمصريتى و صعيدتى,1
الشعب هو البطل الوحيد!,1
5 هاتلي اخوان أي حاجة مش تنوين ومش ضمير اخوان وبعدها كلمة مش هتلاقي غير لوط وشياطين!,0
#الشروق | إصابة 10 جنود نتيجة إطلاق مجهولين النار على سيارتي أمن مركزي بالشرقية #,0
"#يوسف_الحسيني بالفيديو يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتى!! """,0
# نختلف مع الحكومات العربية ،لكن الحديث عن اسرائيل وكأنها جنة وسط الصحراء ، كلام تافه اسرائيل عنصرية واستعمارية وا,0
ما ان اذكر المرشد او شفيق او مبارك بنقد حتى تنفتح صفائح القمامة وتنهمر شتائم مقذعة هل يوجد تشابه في طريقة التفكير بين الاخوان والفلول,0
سلاماعلى شهداء الانتصارالعربى ، وتحية الى قواتنا المسلحة التى عبرت بمصر من الهزيمة الى النصر (إن ينصركم الله فلا غالب لكم),1
